"product_id","product_name","profit","profit_margin_rank"
415,"Women's Maxi Dress","700.6400000000001","520"
613,"Hamster Cage","696.54","521"
450,"Food Processor","692.8899999999999","522"
428,"Unisex Messenger Bag","692.8","523"
586,"Dog Food","691.4099999999999","524"
632,"Dog Pool","679.83","525"
569,"Tennis Racket","674.3100000000001","526"
621,"Learning Tablet","673.0899999999999","527"
507,"Vacuum Sealer","671.88","528"
626,"Baseball Bat","665.34","529"
617,"Giant Jenga","656.82","530"
321,"Unisex Backpack","655.0699999999999","531"
339,"Men's Zip-Up Hoodie","654.94","532"
235,"Anker PowerCore 10000 Portable Charger","654.81","533"
352,"Men's Leather Gloves","654.2800000000001","534"
599,"Exercise Ball","652.8","535"
317,"Men's Dress Shirt","651.8199999999999","536"
288,"Logitech C922 Pro Streaming Webcam","647.91","537"
389,"Men's Casual Shirt","646.52","538"
478,"Pizza Stone","641.4699999999999","539"
550,"Pet Carrier","633.36","540"
416,"Men's Lightweight Hoodie","629.8000000000001","541"
330,"Women's High-Waisted Jeans","626.22","542"
362,"Men's Corduroy Pants","623.48","543"
533,"Grilling Tools Set","621.39","544"
350,"Women's Capris","620.7700000000001","545"
422,"Women's Summer Dress","619.0199999999999","546"
438,"Women's Polka Dot Dress","615.7800000000001","547"
445,"Electric Kettle","614.7499999999998","548"
565,"Stuffed Animal","595.84","549"
502,"Wooden Salad Bowl","584.75","550"
458,"Water Filter Pitcher","580.8000000000001","551"
399,"Men's Utility Shorts","580.8000000000001","551"
435,"Women's Wool Blend Dress","578.06","552"
459,"Set of Mixing Bowls","573.9100000000001","553"
611,"Cat Food","573.7499999999999","554"
540,"Salad Spinner","571.05","555"
517,"Adjustable Cooling Rack","570.0899999999999","556"
355,"Women's Denim Jacket","569.0999999999999","557"
432,"Women's Casual Sneakers","563.0400000000001","558"
635,"Cat Food Dispenser","561.88","559"
277,"Razer Viper V2 Pro","554.95","560"
463,"Baking Sheet Set","554.0699999999999","561"
311,"Unisex Denim Jacket","549.8000000000001","562"
398,"Women's Wool Hat","548.7","563"
500,"Grater Set","544.9499999999999","564"
360,"Women's Embellished Dress","544.3899999999999","565"
382,"Men's Chino Shorts","539.76","566"
588,"Board Game","539.2400000000001","567"
404,"Men's Denim Jeans","536.58","568"
380,"Women's Quilted Vest","535.8000000000001","569"
548,"Cat Scratching Post","530.41","570"
468,"Dish Towels Set","529.6","571"
513,"Wine Glasses Set","529.02","572"
386,"Unisex Leather Gloves","523.1099999999999","573"
291,"Razer Naga Pro Wireless Gaming Mouse","521.94","574"
510,"Collapsible Dish Rack","513.12","575"
561,"Action Figures","511.52000000000004","576"
383,"Women's Printed Scarf","507.52","577"
262,"Logitech G Pro X Mechanical Keyboard","506.9500000000001","578"
578,"Cat Litter Box","503.84000000000003","579"
318,"Women's Yoga Pants","483.78","580"
579,"Dog Bed","479.84000000000003","581"
575,"Fishing Rod","470.1","582"
376,"Unisex Classic Hat","467.7","583"
606,"Cat Carrier","467.04","584"
607,"Pet Water Fountain","464.90000000000003","585"
411,"Men's Casual Henley","459.69","586"
440,"Women's Casual Flats","458.83000000000004","587"
616,"Wooden Train Set","457.97999999999996","588"
483,"Waffle Maker","455.88000000000005","589"
310,"Women's Casual Dress","455.8","590"
353,"Women's Booties","454.9","591"
336,"Unisex Crossbody Bag","444.46999999999997","592"
470,"Cast Iron Skillet","441.83000000000004","593"
368,"Women's Sleeveless Top","441.74","594"
615,"Magic Markers Set","438.55","595"
366,"Unisex Beaded Bracelet","436.78999999999996","596"
395,"Women's Tunic Top","431.79999999999995","597"
514,"Serving Tray","418.36999999999995","598"
580,"Pet Shampoo","417.86","599"
361,"Unisex Messenger Bag","417.41999999999996","600"
341,"Unisex Cardigan","415.8400000000001","601"
546,"Silicone Ice Cube Molds","413.5399999999999","602"
371,"Unisex Knit Gloves","408.9","603"
409,"Men's Casual Polo","407.83","604"
506,"Cheese Board Set","406.56","605"
333,"Women's Floral Skirt","406.46999999999997","606"
609,"Pet Blanket","404.74999999999994","607"
379,"Men's Leather Backpack","401.94999999999993","608"
559,"Remote Control Car","401.88000000000005","609"
391,"Unisex Casual Belt","399.75","610"
351,"Unisex Sports Cap","399.06","611"
357,"Men's Performance Shorts","398.81","612"
433,"Unisex Wide Brim Hat","395.76","613"
553,"Pet Food Bowl","395.6700000000001","614"
524,"Kitchen Gadget Set","391.79999999999995","615"
354,"Men's Sweater Vest","391.49","616"
509,"Kitchen Drawer Organizers","387.25","617"
492,"Kitchen Sink Organizer","384.78","618"
439,"Men's Jogging Pants","377.82","619"
487,"Meat Thermometer","376.38","620"
614,"Remote Control Helicopter","376.08000000000004","621"
346,"Unisex Wallet","373.23999999999995","622"
499,"Oil Dispenser","369.46","623"
508,"Bread Box","365.85","624"
530,"Food Storage Jars","361.06","625"
532,"Collapsible Storage Bins","358.55999999999995","626"
637,"Dog First Aid Kit","356.25","627"
329,"Men's Polo Shirt","352.65999999999997","628"
378,"Women's Leggings","351.31","629"
484,"Popcorn Maker","348.46","630"
497,"Herb Scissors","348.32","631"
365,"Women's Ballet Flats","344.85","632"
309,"Men's Classic T-Shirt","342.93999999999994","633"
370,"Women's Long Sleeve Shirt","341.79999999999995","634"
461,"Spice Rack","341.0400000000001","635"
554,"Dog Toys Set","340.16999999999996","636"
413,"Unisex Beaded Necklace","340.05999999999995","637"
584,"Pet Collar","339.93999999999994","638"
465,"Silicone Baking Mats","338.58","639"
566,"Building Blocks","335.85","640"
742,"Pet Exercise Wheel","330.26000000000005","641"
462,"Cutting Board Set","327.48","642"
583,"Dog Treats","327.3","643"
511,"Rolling Pin","323.62","644"
448,"Dish Rack","320.03999999999996","645"
486,"Silicone Spatula Set","318","646"
504,"Pot Holders","317.26","647"
485,"Tea Kettle","314.79999999999995","648"
334,"Men's Canvas Sneakers","313.44","649"
406,"Unisex Stylish Socks","312.75999999999993","650"
460,"Kitchen Scale","306.39","651"
316,"Unisex Sunglasses","303.37","652"
541,"Knife Sharpener","303.23999999999995","653"
518,"Electric Egg Cooker","302.28","654"
744,"Pet First Aid Kit","300.17","655"
358,"Women's Winter Scarf","299.03","656"
563,"Puzzle","298.97999999999996","657"
598,"Baseball Glove","298.06","658"
477,"Electric Wine Opener","295.63","659"
494,"Countertop Compost Bin","294.2","660"
570,"Yoga Mat","293.9","661"
545,"Adjustable Measuring Cup","292.38","662"
279,"Logitech G203 Lightsync Gaming Mouse","291.12","663"
629,"Camping Lantern","290.5299999999999","664"
525,"Tea Towels Set","289.59999999999997","665"
750,"Dog Bowls with Stand","288.46999999999997","666"
529,"Set of Measuring Spoons","287.68","667"
521,"Wall-Mounted Bottle Opener","286.44000000000005","668"
343,"Women's Denim Skirt","283.35","669"
608,"Dog Nail Clippers","278.10999999999996","670"
414,"Men's Crewneck Sweatshirt","277.09","671"
474,"Tea Infuser","276.90000000000003","672"
539,"Drawer Cutlery Organizer","274.38","673"
564,"Play-Doh Set","273.8400000000001","674"
471,"Mixing Bowls with Lids","273.44","675"
418,"Unisex Fanny Pack","271.79999999999995","676"
319,"Men's Casual Shorts","269.9","677"
558,"Lego Building Blocks","269.85","678"
512,"Canister Set","269.84999999999997","679"
551,"Cat Bed","266.1","680"
605,"Dog Harness","264.46","681"
482,"Adjustable Rolling Pin","263.78","682"
603,"Resistance Bands","257.46","683"
476,"Reusable Food Storage Bags","257.01000000000005","684"
630,"CrossFit Gear","256.44999999999993","685"
403,"Women's Wide Brim Hat","254.75999999999993","686"
472,"Food Storage Containers","254.67000000000002","687"
595,"Bike Helmet","251.92000000000002","688"
527,"Food Chopper","251.01999999999998","689"
372,"Men's Casual Vest","250.12000000000006","690"
526,"Pot and Pan Protectors","249.68999999999997","691"
390,"Women's A-Line Skirt","249.46999999999997","692"
327,"Men's Leather Belt","248.89999999999995","693"
388,"Women's Wide-Leg Pants","248.40000000000003","694"
384,"Men's Baseball Cap","248.16000000000003","695"
401,"Unisex Graphic Tee","247.83999999999997","696"
538,"Tea Canister Set","244.91000000000003","697"
402,"Men's Knit Beanie","243.12","698"
503,"Oven Mitts Set","243.03999999999996","699"
436,"Unisex Knit Scarf","243.01","700"
320,"Women's Sun Hat","237.83999999999997","701"
640,"Pet Odor Eliminator","237.64000000000004","702"
493,"Trash Can with Lid","235.05999999999997","703"
567,"Basketball","233.86999999999998","704"
542,"Potato Masher","233.75","705"
537,"Spice Grinder","229.45999999999998","706"
544,"Pan Protector","227.88","707"
531,"Dish Brush","225.93999999999997","708"
490,"Kitchen Timer","225.37000000000003","709"
581,"Pet Brush","220.86999999999998","710"
604,"Pet Cooling Mat","220.4","711"
591,"Kites","214.23999999999998","712"
602,"Swim Goggles","211","713"
501,"Utensil Holder","207.8","714"
515,"Sifter","206.81999999999994","715"
466,"Can Opener","203.93999999999997","716"
528,"Dishwashing Gloves","202.54","717"
748,"Dog Play Pen","199.46999999999997","718"
547,"Dog Leash","197.41000000000003","719"
644,"Glow Sticks","194.30999999999997","720"
495,"Magnetic Knife Strip","192.26999999999998","721"
400,"Women's Peplum Top","190.29999999999998","722"
746,"Pet Seat Belt","189.64","723"
464,"Salt and Pepper Grinder Set","189.64","723"
633,"Pet Wipes","189.35999999999996","724"
381,"Unisex Tech Gloves","183.39999999999998","725"
496,"Food Processor Attachments","179.92000000000002","726"
535,"Ice Cube Trays","179.75","727"
523,"Vegetable Peeler","176.51","728"
467,"Measuring Cups and Spoons Set","176.16","729"
568,"Soccer Ball","174.07","730"
522,"Microwave Popcorn Popper","166.32000000000002","731"
597,"Tennis Balls","165.62","732"
536,"Rolling Pin with Thickness Rings","159.28","733"
582,"Bird Toy","150.24","734"
326,"Unisex Beanie Hat","144.9","735"
619,"Puzzle Mat","140.2","736"
623,"Golf Balls","135.89999999999998","737"
557,"Teddy Bear","125.8","738"
634,"Dog Bone","109.07000000000001","739"
624,"Sports Water Bottle","99.52000000000001","740"
747,"Cat Tunnels","71.96","741"
622,"Hot Wheels Cars","67.13","742"
745,"Cat Wand Toy","67.13","742"
743,"Dog Toothpaste","46.32000000000001","743"
741,"Kid’s Yoga Mat","43.28","744"
749,"Pet Travel Water Bottle","31.95","745"
